36,Kiseijuu: Sei no Kakuritsu,24,MADHOUSE,[Action,Aliens,Animal Abuse,Based on a Manga,Body Sharing,Bullying,Explicit Violence,Horror,Psychological,Sci Fi],TV,2014 - 2015,4.6,ActionAliensAnimalAbuseBasedonaMangaBodySharingBullyingExplicitViolenceHorrorPsychologicalSciFi
37,Parasyte -the maxim-,24,MADHOUSE,[Action,Aliens,Animal Abuse,Based on a Manga,Body Sharing,Bullying,Explicit Violence,Horror,Psychological,Sci Fi],TV,2014 - 2015,4.6,ActionAliensAnimalAbuseBasedonaMangaBodySharingBullyingExplicitViolenceHorrorPsychologicalSciFi
38,Steins;Gate The Movie,1,WHITE FOX,[Based on a Visual Novel,Drama,Time Travel],Movie,2013,4.6,BasedonaVisualNovelDramaTimeTravel
39,Steins;Gate: Fuka Ryouiki no Déjà vu,1,WHITE FOX,[Based on a Visual Novel,Drama,Time Travel],Movie,2013,4.6,BasedonaVisualNovelDramaTimeTravel
40,Hajime no Ippo: The Fighting!,76,MADHOUSE,[Action,Based on a Manga,Boxing,Drama,Hand to Hand Combat,Shounen,Sports],TV,2000 - 2002,4.6,ActionBasedonaMangaBoxingDramaHandtoHandCombatShounenSports
41,Fighting Spirit,76,MADHOUSE,[Action,Based on a Manga,Boxing,Drama,Hand to Hand Combat,Shounen,Sports],TV,2000 - 2002,4.6,ActionBasedonaMangaBoxingDramaHandtoHandCombatShounenSports
42,Monogatari Series: Second Season,26,Shaft,[Based on a Light Novel],TV,2013,4.6,BasedonaLightNovel
43,Spirited Away,1,Studio Ghibli,[Adventure,Family Friendly,Fantasy,Japanese Mythology,Magic,Original Work,Person in a Strange World],Movie,2001,4.6,AdventureFamilyFriendlyFantasyJapaneseMythologyMagicOriginalWorkPersoninaStrangeWorld
44,Sen to Chihiro no Kamikakushi,1,Studio Ghibli,[Adventure,Family Friendly,Fantasy,Japanese Mythology,Magic,Original Work,Person in a Strange World],Movie,2001,4.6,AdventureFamilyFriendlyFantasyJapaneseMythologyMagicOriginalWorkPersoninaStrangeWorld
45,To the Forest of Firefly Lights,1,Brains-Base,[Based on a Manga,Coming of Age,Japanese Mythology,Romance,Shoujo,Supernatural],Movie,2011,4.6,BasedonaMangaComingofAgeJapaneseMythologyRomanceShoujoSupernatural
46,Hotarubi no Mori e,1,Brains-Base,[Based on a Manga,Coming of Age,Japanese Mythology,Romance,Shoujo,Supernatural],Movie,2011,4.6,BasedonaMangaComingofAgeJapaneseMythologyRomanceShoujoSupernatural
47,Samurai X: Trust and Betrayal,4,Studio Deen,[Feudal Japan,Romance,Samurai,Swordplay,Violence],OVA,1999,4.6,FeudalJapanRomanceSamuraiSwordplayViolence
48,Rurouni Kenshin: Tsuiokuhen,4,Studio Deen,[Feudal Japan,Romance,Samurai,Swordplay,Violence],OVA,1999,4.6,FeudalJapanRomanceSamuraiSwordplayViolence
49,Little Witch Academia: The Enchanted Parade,1,Studio Trigger,[Comedy,Fantasy,Magic,Magic School],OVA,2015,4.3,ComedyFantasyMagicMagicSchool
50,Little Witch Academia: Mahou Shikake no Parade,1,Studio Trigger,[Comedy,Fantasy,Magic,Magic School],OVA,2015,4.3,ComedyFantasyMagicMagicSchool
51,Magi,25,A-1 Pictures,[Action,Adventure,Comedy,Fantasy,Magic],TV,2012 - 2013,4.3,ActionAdventureComedyFantasyMagic
52,Magi: The Labyrinth of Magic,25,A-1 Pictures,[Action,Adventure,Comedy,Fantasy,Magic],TV,2012 - 2013,4.3,ActionAdventureComedyFantasyMagic
53,The Melancholy of Haruhi Suzumiya,14,Kyoto Animation,[Based on a Light Novel,Comedy,School Club,School Life],TV,2006,4.3,BasedonaLightNovelComedySchoolClubSchoolLife
54,Suzumiya Haruhi no Yuutsu,14,Kyoto Animation,[Based on a Light Novel,Comedy,School Club,School Life],TV,2006,4.3,BasedonaLightNovelComedySchoolClubSchoolLife
55,The Eden of Grisaia,10,8-Bit,[Based on a Visual Novel,Comedy,Drama,Military,Sexual Content],TV,2015,4.3,BasedonaVisualNovelComedyDramaMilitarySexualContent
56,Grisaia no Rakuen,10,8-Bit,[Based on a Visual Novel,Comedy,Drama,Military,Sexual Content],TV,2015,4.3,BasedonaVisualNovelComedyDramaMilitarySexualContent
57,Kuroko's Basketball: Mou Ikkai Yarimasen ka,1,Production I.G,[[]],DVD Special,2014,4.3,
58,Ookiku Furikabutte: Natsu no Taikai-hen,13,A-1 Pictures,[Baseball,Based on a Manga,Comedy,School Club,Seinen,Sports],TV,2010,4.3,BaseballBasedonaMangaComedySchoolClubSeinenSports
59,Prince of Tennis: National Championship Final,7,,[Sports,Tennis],OVA,2008 - 2009,4.3,SportsTennis
60,Tennis no Ouji-sama: Zenkoku Taikai-hen Final,7,,[Sports,Tennis],OVA,2008 - 2009,4.3,SportsTennis
61,Kara no Kyoukai Movie 1: Fukan Fuukei,1,ufotable,[Based on a Light Novel,Mystery,Suicide,Supernatural],Movie,2007,4.3,BasedonaLightNovelMysterySuicideSupernatural
62,Ghost in the Shell: Stand Alone Complex - Individual Eleven,1,Production I.G,[Cyberpunk,Cyborgs,Futuristic,Hacking,Sci Fi],Movie,2006,4.3,CyberpunkCyborgsFuturisticHackingSciFi
63,When They Cry - Higurashi,26,Studio Deen,[Based on a Visual Novel,Emotional Abuse,Explicit Violence,Horror,Mystery,Physical Abuse,Psychological,School Life,Thriller],TV,2006,4.3,BasedonaVisualNovelEmotionalAbuseExplicitViolenceHorrorMysteryPhysicalAbusePsychologicalSchoolLifeThriller
64,Higurashi no Naku Koro ni,26,Studio Deen,[Based on a Visual Novel,Emotional Abuse,Explicit Violence,Horror,Mystery,Physical Abuse,Psychological,School Life,Thriller],TV,2006,4.3,BasedonaVisualNovelEmotionalAbuseExplicitViolenceHorrorMysteryPhysicalAbusePsychologicalSchoolLifeThriller
65,Noragami,12,Bones,[Action,Based on a Manga,Comedy,Japanese Mythology,Shounen,Supernatural],TV,2014,4.3,ActionBasedonaMangaComedyJapaneseMythologyShounenSupernatural
66,Sekai-ichi Hatsukoi TV,12,Studio Deen,[Based on a Manga,Comedy,Drama,LGBT Themes,Manga Industry,Otaku Culture,Romance,Sexual Content,Shounen-ai,Work Life],TV,2011,4.3,BasedonaMangaComedyDramaLGBTThemesMangaIndustryOtakuCultureRomanceSexualContentShounen-aiWorkLife
67,Hajime no Ippo: The Fighting! Special,1,MADHOUSE,[Boxing,Hand to Hand Combat],DVD Special,2003,4.3,BoxingHandtoHandCombat
68,Fighting Spirit Special,1,MADHOUSE,[Boxing,Hand to Hand Combat],DVD Special,2003,4.3,BoxingHandtoHandCombat
69,Sket Dance OVA,1,Tatsunoko Pro.,[[]],OVA,2013,4.3,
70,Sidonia no Kishi: Daikyuu Wakusei Seneki,12,Polygon Pictures,[Action,Adventure,Aliens,Based on a Manga,CG Animation,Horror,Mecha,Outer Space,Post-apocalyptic,Sci Fi,Violence],TV,2015,4.3,ActionAdventureAliensBasedonaMangaCGAnimationHorrorMechaOuterSpacePost-apocalypticSciFiViolence
71,Knights of Sidonia: War of the Ninth Planet,12,Polygon Pictures,[Action,Adventure,Aliens,Based on a Manga,CG Animation,Horror,Mecha,Outer Space,Post-apocalyptic,Sci Fi,Violence],TV,2015,4.3,ActionAdventureAliensBasedonaMangaCGAnimationHorrorMechaOuterSpacePost-apocalypticSciFiViolence
72,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,1,Shuka,[Supernatural],Other,2015,4.3,Supernatural
73,Durarara!!x2 Shou Episode 4.5,1,Shuka,[Supernatural],Other,2015,4.3,Supernatural
74,Death Billiards,1,MADHOUSE,[Anime Mirai,Drama,High Stakes Games,Play or Die,Psychological,Thriller],Movie,2013,4.3,AnimeMiraiDramaHighStakesGamesPlayorDiePsychologicalThriller
75,Kyoukai no Kanata Movie: I'll Be Here - Mirai-hen,1,Kyoto Animation,[Based on a Light Novel,Fantasy],Movie,2015,4.3,BasedonaLightNovelFantasy
76,Beyond the Boundary Movie: I'll Be Here - Mirai-hen,1,Kyoto Animation,[Based on a Light Novel,Fantasy],Movie,2015,4.3,BasedonaLightNovelFantasy
77,Monthly Girls' Nozaki-kun Specials,6,Dogakobo,[Based on a Manga,Comedy,School Life],DVD Special,2014 - 2015,4.3,BasedonaMangaComedySchoolLife
78,Gekkan Shoujo Nozaki-kun Specials,6,Dogakobo,[Based on a Manga,Comedy,School Life],DVD Special,2014 - 2015,4.3,BasedonaMangaComedySchoolLife
79,Anohana -The Flower We Saw That Day The Movie-,1,A-1 Pictures,[Drama,noitaminA,Supernatural],Movie,2013,4.3,DramanoitaminASupernatural
80,Ano Hi Mita Hana no Namae o Boku-tachi wa Mada Shiranai. Movie,1,A-1 Pictures,[Drama,noitaminA,Supernatural],Movie,2013,4.3,DramanoitaminASupernatural
81,Broken Blade: The Path of Separation,1,Production I.G,[Action,Fantasy,Magic,Mecha,Military,War],Movie,2010,4.3,ActionFantasyMagicMechaMilitaryWar
82,Break Blade Movie 2: Ketsubetsu no Michi,1,Production I.G,[Action,Fantasy,Magic,Mecha,Military,War],Movie,2010,4.3,ActionFantasyMagicMechaMilitaryWar
83,Seitokai Yakuindomo* OVA,4+,GoHands,[Based on a Manga,Comedy,Crude,Parody,School Life,Sexual Content],OVA,2014 - ?,4.3,BasedonaMangaComedyCrudeParodySchoolLifeSexualContent
84,Gintama: Dai Hanseikai,1,Sunrise,[Action,Aliens,Comedy,Feudal Japan,Samurai,Sci Fi],Other,2010,4.3,ActionAliensComedyFeudalJapanSamuraiSciFi
85,Pokemon: The Origin,4,Production I.G,[Action,Adventure,Monsters,Shounen],TV Special,2013,4.3,ActionAdventureMonstersShounen
86,Pokemon Origins,4,Production I.G,[Action,Adventure,Monsters,Shounen],TV Special,2013,4.3,ActionAdventureMonstersShounen
87,InuYasha: The Final Act,26,Sunrise,[Based on a Manga,Demons,Fantasy,Feudal Japan,Person in a Strange World,Shounen,Time Travel],TV,2009 - 2010,4.3,BasedonaMangaDemonsFantasyFeudalJapanPersoninaStrangeWorldShounenTimeTravel
88,Gintama: Jump Festa 2005,1,Sunrise,[Action,Aliens,Based on a Manga,Comedy,Crude,Feudal Japan,Parody,Samurai,Sci Fi],OVA,2005,4.3,ActionAliensBasedonaMangaComedyCrudeFeudalJapanParodySamuraiSciFi
89,Durarara!! Specials,2,Brains-Base,[Action,Supernatural],DVD Special,2010 - 2011,4.3,ActionSupernatural
90,Giovanni's Island,1,Production I.G,[Drama,Historical,World War 2],Movie,2014,4.3,DramaHistoricalWorldWar2
91,Giovanni no Shima,1,Production I.G,[Drama,Historical,World War 2],Movie,2014,4.3,DramaHistoricalWorldWar2
92,Gangsta.,12,Manglobe,[Action,Based on a Manga,Drug Use,Explicit Violence,Mature Themes,Physical Abuse,Seinen,Sexual Content],TV,2015,4.3,ActionBasedonaMangaDrugUseExplicitViolenceMatureThemesPhysicalAbuseSeinenSexualContent
93,Stand by Me Doraemon,1,Shinei Animation,[CG Animation],Movie,2014,4.3,CGAnimation
94,Soul Eater,51,Bones,[Action,Based on a Manga,Demons,Fantasy,Shinigami,Shounen,Supernatural],TV,2008 - 2009,4.3,ActionBasedonaMangaDemonsFantasyShinigamiShounenSupernatural
95,Initial D Second Stage,13,Pastel,[Cars,Drama,Racing,Seinen],TV,1999 - 2000,4.3,CarsDramaRacingSeinen
96,Tokyo Magnitude 8.0,11,Bones,[Drama,Earthquake,noitaminA,Original Work,Survival],TV,2009,4.3,DramaEarthquakenoitaminAOriginalWorkSurvival
97,Doraemon (1979),1787,Shinei Animation,[Based on a Manga,Comedy,Family Friendly],TV,1979 - 2005,2.9,BasedonaMangaComedyFamilyFriendly
98,Fate/Kaleid Liner Prisma Illya: Undoukai de Dance!,1,SILVER LINK,[Fantasy,Magical Girl],OVA,2014,2.9,FantasyMagicalGirl
99,Legend of the Millennium Dragon,1,Studio Pierrot,[[]],Movie,2011,2.9,
100,Onigamiden,1,Studio Pierrot,[[]],Movie,2011,2.9,
101,Mayoi Neko Overrun! Specials,6,AIC,[[]],DVD Special,2010,2.9,
102,Final Approach,13,Zexcs,[Comedy,Romance,Seinen],TV,2004,2.9,ComedyRomanceSeinen
103,A Tree of Palme,1,Palm Studio,[Adventure,Based on a Novel,Fantasy,Robots],Movie,2001,2.9,AdventureBasedonaNovelFantasyRobots
104,Tree of Palme,1,Palm Studio,[Adventure,Based on a Novel,Fantasy,Robots],Movie,2001,2.9,AdventureBasedonaNovelFantasyRobots
105,Hurricane Polymar,26,Tatsunoko Pro.,[Action,Adventure,Sci Fi,Superpowers],TV,1974 - 1975,2.9,ActionAdventureSciFiSuperpowers
106,Kishin Taisen Gigantic Formula,26,Brains-Base,[Action,Mecha,Original Work,Sci Fi],TV,2007,2.9,ActionMechaOriginalWorkSciFi
107,Gigantic Formula,26,Brains-Base,[Action,Mecha,Original Work,Sci Fi],TV,2007,2.9,ActionMechaOriginalWorkSciFi
108,Night Raid 1931: Demon of the Opium Den,1,A-1 Pictures,[[]],DVD Special,2010,2.9,
109,Senkou no Night Raid: Demon of the Opium Den,1,A-1 Pictures,[[]],DVD Special,2010,2.9,
110,Ghiblies,2,Studio Ghibli,[Comedy],Other,2000 - 2002,2.9,Comedy
111,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,2,Toei Animation,[[]],OVA,2012 - 2013,2.9,
112,Pokemon Movie 17: Diancie and the Cocoon of Destruction,1,OLM,[Adventure,Family Friendly,Fantasy,Monsters,Shounen],Movie,2014,2.9,AdventureFamilyFriendlyFantasyMonstersShounen
113,Mokei Senshi Gunpla Builders Beginning G,3,Sunrise,[Action,Mecha,Otaku Culture,Sci Fi],Other,2010,2.9,ActionMechaOtakuCultureSciFi
114,Naruto OVA 3,1,Studio Pierrot,[Action,Ninja,Shounen],OVA,2005,2.9,ActionNinjaShounen
115,Narutimate Hero 3 OVA,1,Studio Pierrot,[Action,Ninja,Shounen],OVA,2005,2.9,ActionNinjaShounen
116,Yume no Ukiyo ni Saitemina,1,,[[]],Music Video,2015,2.9,
117,Venus Wars,1,Gakken,[Futuristic,Post-apocalyptic,Sci Fi,War],Movie,1989,2.9,FuturisticPost-apocalypticSciFiWar
118,Night Raid 1931,13,A-1 Pictures,[Action,Military,Original Work,Political,Psychic Powers,Violence],TV,2010,2.9,ActionMilitaryOriginalWorkPoliticalPsychicPowersViolence
119,Senkou no Night Raid,13,A-1 Pictures,[Action,Military,Original Work,Political,Psychic Powers,Violence],TV,2010,2.9,ActionMilitaryOriginalWorkPoliticalPsychicPowersViolence
120,Neo Angelique Abyss,13,Yumeta,[Based on an Otome Game,Based on a Visual Novel,Fantasy,Shoujo],TV,2008,2.9,BasedonanOtomeGameBasedonaVisualNovelFantasyShoujo
121,Dante's Inferno,1,,[Action,Demons,Explicit Violence,Nudity],OVA,2010,2.9,ActionDemonsExplicitViolenceNudity
122,Iketeru Futari,16,J.C.Staff,[Based on a Manga,Comedy,Ecchi],TV,1999,2.9,BasedonaMangaComedyEcchi
123,DNA² OVA,3,,[Romance,Sci Fi],OVA,1995,2.9,RomanceSciFi
124,The Trapp Family Story,40,Nippon Animation,[Based on a Novel,Drama,Europe,Family Friendly,World Masterpiece Theater],TV,1991,2.9,BasedonaNovelDramaEuropeFamilyFriendlyWorldMasterpieceTheater
125,Fushigi na Koala Blinky,26,Nippon Animation,[Animal Protagonists,Family Friendly,Original Work],TV,1984,2.9,AnimalProtagonistsFamilyFriendlyOriginalWork
126,Noozles,26,Nippon Animation,[Animal Protagonists,Family Friendly,Original Work],TV,1984,2.9,AnimalProtagonistsFamilyFriendlyOriginalWork
127,Armored Trooper Votoms: Big Battle,1,Sunrise,[Action,Mecha,Original Work,Sci Fi],OVA,1986,2.9,ActionMechaOriginalWorkSciFi
128,Soukou Kihei Votoms: Big Battle,1,Sunrise,[Action,Mecha,Original Work,Sci Fi],OVA,1986,2.9,ActionMechaOriginalWorkSciFi
129,Iron Leaguer,52,Sunrise,[Baseball,Robots,Soccer,Sports],TV,1993 - 1994,2.9,BaseballRobotsSoccerSports
130,Hurricane! Iron Leaguer,52,Sunrise,[Baseball,Robots,Soccer,Sports],TV,1993 - 1994,2.9,BaseballRobotsSoccerSports
131,Shippu! Iron Leaguer,52,Sunrise,[Baseball,Robots,Soccer,Sports],TV,1993 - 1994,2.9,BaseballRobotsSoccerSports
132,Hanaukyo Maid Team,12,,[Based on a Manga,Comedy,Ecchi,Harem,Maids],TV,2001,2.9,BasedonaMangaComedyEcchiHaremMaids
133,Kanokon ~Manatsu no Daishanikusai~ Specials,2,XEBEC,[Ecchi,Nudity,Panty Shots],DVD Special,2009,2.9,EcchiNudityPantyShots
134,Utsunomiko: Heaven Chapter,13,Toei Animation,[Fantasy],OVA,1990 - 1992,2.9,Fantasy
135,Heavenly Chronicles,13,Toei Animation,[Fantasy],OVA,1990 - 1992,2.9,Fantasy
136,Tenjou Hen: Utsu no Miko,13,Toei Animation,[Fantasy],OVA,1990 - 1992,2.9,Fantasy
137,Hi no Tori 2772: Ai no CosmoZone,1,Tezuka Productions,[Sci Fi],Movie,1980,2.9,SciFi
138,Phoenix 2772,1,Tezuka Productions,[Sci Fi],Movie,1980,2.9,SciFi
139,Kinnikuman Nisei: Ultimate Muscle 2,13,Toei Animation,[[]],TV,2006,2.9,
140,Shomin Sample,1+,SILVER LINK,[Based on a Light Novel,Comedy,Romance,School Life],TV,2015 - ?,2.9,BasedonaLightNovelComedyRomanceSchoolLife
141,Ore ga Ojou-sama Gakkou ni &quot;Shomin Sample&quot; Toshite Rachirareta Ken,1+,SILVER LINK,[Based on a Light Novel,Comedy,Romance,School Life],TV,2015 - ?,2.9,BasedonaLightNovelComedyRomanceSchoolLife
142,Amaenaideyo!! Special,1,Studio Deen,[Based on a Manga,Comedy,Ecchi,Nudity],DVD Special,2005,2.9,BasedonaMangaComedyEcchiNudity
143,Di Gi Charat Natsuyasumi Special,4,MADHOUSE,[Aliens,America,Comedy],OVA,2001,2.9,AliensAmericaComedy
144,Medabots,52,BEE TRAIN,[Action,Robots,Shounen,Tournaments],TV,1999 - 2000,2.9,ActionRobotsShounenTournaments
145,Tokyo Underground,26,Studio Pierrot,[Action,Based on a Manga,Shounen,Superpowers],TV,2002,2.9,ActionBasedonaMangaShounenSuperpowers
146,CLAMP School Detectives,26,Studio Pierrot,[[]],TV,1997,2.9,
147,Himeyuri,1,,[World War 2],Movie,2012,2.9,WorldWar2
148,Kita e ~Diamond Dust Drops~,12,Studio Deen,[Based on a Visual Novel,Drama,Episodic,Romance],TV,2004,2.9,BasedonaVisualNovelDramaEpisodicRomance
149,Diamond Daydreams,12,Studio Deen,[Based on a Visual Novel,Drama,Episodic,Romance],TV,2004,2.9,BasedonaVisualNovelDramaEpisodicRomance
150,Persona -trinity soul-,26,A-1 Pictures,[Based on a Video Game,Drug Use,Mystery,Psychic Powers,Supernatural],TV,2008,2.9,BasedonaVideoGameDrugUseMysteryPsychicPowersSupernatural
151,Captain Future: Kareinaru Taiyokei Race,1,Toei Animation,[Adventure,Outer Space,Sci Fi],Movie,1978,2.9,AdventureOuterSpaceSciFi
152,Captain Future: The Great Race in the Solar System,1,Toei Animation,[Adventure,Outer Space,Sci Fi],Movie,1978,2.9,AdventureOuterSpaceSciFi
153,Kurogane Communication,24,Studio A.P.P.P.,[Post-apocalyptic,Robots,Sci Fi],TV,1998 - 1999,2.9,Post-apocalypticRobotsSciFi
154,Trava - Fist Planet,4,MADHOUSE,[Action,Comedy,Mecha,Sci Fi],OVA,2002,2.9,ActionComedyMechaSciFi
155,Onmyou Taisenki,52,Sunrise,[Action,Adventure,Fantasy,Shounen],TV,2004 - 2005,2.9,ActionAdventureFantasyShounen
156,Doraemon: Nobita and the Green Giant Legend,1,Shinei Animation,[[]],Movie,2008,2.9,
157,Mezzo Forte,2,,[Action,Bounty Hunters,Explicit Violence],OVA,1998,2.9,ActionBountyHuntersExplicitViolence
158,Daichis: Earth's Defense Family,13,Group TAC,[Action,Comedy],TV,2001,2.9,ActionComedy
159,The Daichis: Earth's Defense Family,13,Group TAC,[Action,Comedy],TV,2001,2.9,ActionComedy
160,Chikyuu Bouei Kazoku,13,Group TAC,[Action,Comedy],TV,2001,2.9,ActionComedy
