ID,Title,Episodes,ProductionHouse,Genres,Type,Year,Rating
2787,"Linebarrels of Iron Specials",2,"['GONZO']","['[]""']""",DVD Special,2010,2.8
2788,"Pokemon Movie 6: Jirachi Wish Maker",1,"['OLM']","['Adventure', 'Family Friendly', 'Fantasy', 'Monsters', 'Shounen']",Movie,2003,2.8
2789,"Puchimas! Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Harukasan Matsuri",5,"['']","['Idols']",DVD Special,2013,2.8
2790,"Gargoyle of the Yoshinagas",13,"['Studio Hibari']","['Based on a Light Novel', 'Comedy', 'Family Friendly', 'Fantasy']",TV,2006,2.8
2791,"Kiss Dum: Engage Planet",26,"['Satelight']","['Action', 'Aliens', 'Original Work', 'Post-apocalyptic', 'Sci Fi', 'Superpowers']",TV,2007,2.8
2792,"Engage Planet Kiss Dum",26,"['Satelight']","['Action', 'Aliens', 'Original Work', 'Post-apocalyptic', 'Sci Fi', 'Superpowers']",TV,2007,2.8
2793,"Orguss 02",6,"['J.C.Staff']","['Action', 'Mecha', 'Military', 'Sci Fi', 'Violence']",OVA,1993 - 1995,2.8
2794,"Super Dimension Century Orguss 02",6,"['J.C.Staff']","['Action', 'Mecha', 'Military', 'Sci Fi', 'Violence']",OVA,1993 - 1995,2.8
2795,"Animal Crossing",1,"['OLM']","['Adventure', 'Animal Protagonists', 'Based on a Video Game', 'Family Friendly', 'Fantasy']",Movie,2006,2.8
2796,"All Purpose Cultural Cat Nuku Nuku Special 2",1,"['Ashi Productions']","['Based on a Manga']",DVD Special,2003,2.8
2797,"Garou Densetsu: The Motion Picture",1,"['NAS']","['Action', 'Hand to Hand Combat', 'Martial Arts']",Movie,1994,2.8
2798,"Fatal Fury: The Motion Picture",1,"['NAS']","['Action', 'Hand to Hand Combat', 'Martial Arts']",Movie,1994,2.8
2799,"Earth Girl Arjuna",13,"['Satelight']","['Environmental', 'Fantasy', 'Original Work', 'Superpowers']",TV,2001,2.8
2800,"Chikyuu Shoujo Arjuna",13,"['Satelight']","['Environmental', 'Fantasy', 'Original Work', 'Superpowers']",TV,2001,2.8
2801,"Chocchan's Story",1,"['Triangle Staff']","['Drama', 'Historical', 'Slice of Life']",Movie,1996,2.8
2802,"GR -Giant Robo-",13,"['A.C.G.T.']","['Based on a Manga', 'Mecha']",TV,2007,2.8
2803,"Dangaioh: Hyper-Combat Unit",3,"['']","['Action', 'Mecha', 'Psychic Powers', 'Sci Fi']",OVA,1987 - 1989,2.8
2804,"Haja Taisei Dangaiou",3,"['']","['Action', 'Mecha', 'Psychic Powers', 'Sci Fi']",OVA,1987 - 1989,2.8
2805,"Super Street Fighter IV",1,"['GONZO']","['Action', 'Based on a Video Game', 'Hand to Hand Combat', 'Martial Arts']",OVA,2010,2.8
2806,"Samurai Warriors: Legend of the Sanada",1,"['TYO Animations']","['Action', 'Based on a Video Game', 'Feudal Japan', 'Historical']",TV Special,2014,2.8
2807,"Samurai Warriors SP: Sanada no Shou",1,"['TYO Animations']","['Action', 'Based on a Video Game', 'Feudal Japan', 'Historical']",TV Special,2014,2.8
2808,"Sengoku Musou SP: Sanada no Shou",1,"['TYO Animations']","['Action', 'Based on a Video Game', 'Feudal Japan', 'Historical']",TV Special,2014,2.8
2809,"Chain Chronicle",8,"['']","['[]""']""",OVA,2014,2.8
2810,"Choujikuu Yousai Macross II: Lovers Again",6,"['AIC']","['Aliens', 'Mecha', 'Military', 'Music', 'Outer Space', 'Sci Fi', 'War']",OVA,1992,2.8
2811,"Macross II: Lovers Again",6,"['AIC']","['Aliens', 'Mecha', 'Military', 'Music', 'Outer Space', 'Sci Fi', 'War']",OVA,1992,2.8
2812,"Kataku: Nou &quot;Motometsuka&quot; yori",1,"['']","['Shorts', 'Stop Motion Animation']",Movie,1979,2.8
2813,"Kizuna: Much Ado About Nothing",1,"['Zexcs']","['[]""']""",OVA,2001,2.8
2814,"Arve Rezzle: Kikaijikake no Yousei-tachi",1,"['Zexcs']","['Action', 'Anime Mirai', 'Based on a Light Novel', 'Cyberpunk', 'Sci Fi']",Movie,2013,2.8
2815,"Queen's Blade: Utsukushiki Toushi-tachi",6,"['ARMS']","['Action', 'Ecchi', 'Fantasy']",OVA,2010 - 2011,2.8
2816,"Queen's Blade: Beautiful Warriors",6,"['ARMS']","['Action', 'Ecchi', 'Fantasy']",OVA,2010 - 2011,2.8
2817,"Jubei-chan: The Ninja Girl",13,"['MADHOUSE']","['Action', 'Comedy', 'Ninja', 'Original Work', 'Reincarnation', 'Samurai', 'Swordplay']",TV,1999,2.8
2818,"Golgo 13: The Professional",1,"['TMS Entertainment']","['Action', 'Assassins', 'Nudity', 'Violence']",Movie,1983,2.8
2819,"Uchuu Senshi Baldios",34,"['Ashi Productions']","['Action', 'Aliens', 'Mecha', 'Sci Fi']",TV,1980 - 1981,2.8
2820,"Yosuga no Sora: In Solitude Where We are Least Alone",12,"['Feel']","['Based on an Eroge', 'Based on a Visual Novel', 'Drama', 'Ecchi', 'Explicit Sex', 'Harem', 'Incest', 'Romance']",TV,2010,2.8
2821,"Yosuga no Sora",12,"['Feel']","['Based on an Eroge', 'Based on a Visual Novel', 'Drama', 'Ecchi', 'Explicit Sex', 'Harem', 'Incest', 'Romance']",TV,2010,2.8
2822,"Cyborg 009",52,"['Sunrise']","['[]""']""",TV,2001 - 2002,2.8
2823,"Hades Project Zeorymer",4,"['AIC']","['Action', 'Mecha', 'Nudity', 'Psychological', 'Sci Fi']",OVA,1988 - 1990,2.8
2824,"Dr. Slump Movie 1: Hello! Wonder Land",1,"['Toei Animation']","['[]""']""",Movie,1981,2.8
2825,"Dr. Slump Movie 1: Arale-chan Hello! Fushigi Shima",1,"['Toei Animation']","['[]""']""",Movie,1981,2.8
2826,"Yuugen Kaisha",4,"['MADHOUSE']","['Comedy', 'Ghost Hunters', 'Monster-of-the-week', 'Supernatural']",OVA,1994 - 1995,2.8
2827,"Yuuya: Shinkai Shoujo",1,"['']","['Vocaloid']",Music Video,,2.8
2828,"Shinkai Shoujo",1,"['']","['Vocaloid']",Music Video,,2.8
2829,"Chikyuu Bouei Kazoku Special",1,"['Group TAC']","['[]""']""",DVD Special,2001,2.8
2830,"The Daichis: Earth's Defense Family Special",1,"['Group TAC']","['[]""']""",DVD Special,2001,2.8
2831,"Daichis: Earth's Defense Family Special",1,"['Group TAC']","['[]""']""",DVD Special,2001,2.8
2832,"Kuragehime Specials",4,"['Brains-Base']","['[]""']""",DVD Special,2011,2.8
2833,"Princess Jellyfish Specials",4,"['Brains-Base']","['[]""']""",DVD Special,2011,2.8
2834,"F",31,"['Studio Deen']","['Cars', 'Racing']",TV,1988,2.8
2835,"Wagnaria!! 2",13,"['A-1 Pictures']","['Based on a Manga', 'Comedy', 'Restaurants', 'Slice of Life', 'Work Life']",TV,2011,4.3
2836,"Working'!!",13,"['A-1 Pictures']","['Based on a Manga', 'Comedy', 'Restaurants', 'Slice of Life', 'Work Life']",TV,2011,4.3
2837,"Hidamari Sketch: Sae Hiro Sotsugyou-hen",2,"['Shaft']","['[]""']""",Other,2013,4.3
2838,"Break Blade Movie 6: Doukoku no Toride",1,"['Production I.G']","['Action', 'Fantasy', 'Magic', 'Mecha', 'Military', 'Violence', 'War']",Movie,2011,4.3
2839,"Meitantei Conan Movie 8: Ginyoku no kijutsushi",1,"['TMS Entertainment']","['Detectives', 'Mystery']",Movie,2004,4.3
2840,"Detective Conan Movie 8: Magician of the Silver Sky",1,"['TMS Entertainment']","['Detectives', 'Mystery']",Movie,2004,4.3
2841,"The Slayers Next",26,"['J.C.Staff']","['Adventure', 'Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic']",TV,1996,4.3
2842,"One Piece: Strong World Episode 0",1,"['Toei Animation']","['Action', 'Adventure', 'Pirates', 'Shounen', 'Superpowers']",OVA,2010,4.3
2843,"Koukaku Kidoutai 2.0",1,"['Production I.G']","['Cyberpunk', 'Cyborgs', 'Futuristic', 'Hacking', 'Sci Fi']",Movie,2008,4.3
2844,"Major: Yuujou no Winning Shot",1,"['XEBEC']","['Baseball', 'Shounen', 'Sports']",Movie,2008,4.3
2845,"Gekijouban Major",1,"['XEBEC']","['Baseball', 'Shounen', 'Sports']",Movie,2008,4.3
2846,"History's Strongest Disciple Kenichi OVA",11,"['Brains-Base']","['Action', 'Hand to Hand Combat', 'Martial Arts', 'Shounen']",OVA,2012 - 2014,4.3
2847,"Kenichi the Mightiest Disciple OVA",11,"['Brains-Base']","['Action', 'Hand to Hand Combat', 'Martial Arts', 'Shounen']",OVA,2012 - 2014,4.3
2848,"Kokuriko-Zaka Kara",1,"['Studio Ghibli']","['Based on a Manga', 'Coming of Age', 'Drama', 'Historical', 'Romance', 'School Life', 'Slice of Life']",Movie,2011,4.3
2849,"Tengen Toppa Gurren Lagann: Guren-Hen",1,"['Gainax']","['Action', 'Adventure', 'Comedy', 'Mecha', 'Recap', 'Sci Fi', 'Shounen']",Movie,2008,4.3
2850,"Gurren Lagann Movie 1: Childhood's End",1,"['Gainax']","['Action', 'Adventure', 'Comedy', 'Mecha', 'Recap', 'Sci Fi', 'Shounen']",Movie,2008,4.3
2851,"Gekijouban Tengen Toppa Gurren Lagann: Guren-hen",1,"['Gainax']","['Action', 'Adventure', 'Comedy', 'Mecha', 'Recap', 'Sci Fi', 'Shounen']",Movie,2008,4.3
2852,"K: Missing Kings",1,"['GoHands']","['Action', 'Original Work', 'Superpowers']",Movie,2014,4.3
2853,"Eiga K",1,"['GoHands']","['Action', 'Original Work', 'Superpowers']",Movie,2014,4.3
2854,"Phantom ~Requiem for the Phantom~",26,"['BEE TRAIN']","['Action', 'Assassins', 'Based on a Visual Novel', 'Gunfights', 'Nudity', 'Psychological', 'Violence']",TV,2009,4.3
2855,"Kara no Kyoukai Movie 6: Boukyaku Rokuon",1,"['ufotable']","['Based on a Light Novel', 'Drug Use', 'Mystery', 'Supernatural']",Movie,2008,4.3
2856,"Kiki's Delivery Service",1,"['Studio Ghibli']","['Based on a Novel', 'Europe', 'Family Friendly', 'Fantasy', 'Magic', 'Slice of Life']",Movie,1989,4.3
2857,"Zetsuen no Tempest: The Civilization Blaster",24,"['Bones']","['Adventure', 'Drama', 'Magic', 'Revenge']",TV,2012 - 2013,4.3
2858,"Kamisama Kiss",13,"['TMS Entertainment']","['Based on a Manga', 'Comedy', 'Fantasy', 'Japanese Mythology', 'Master-Servant Relationship', 'Romance', 'Shoujo']",TV,2012,4.3
2859,"Akagami no Shirayukihime",12,"['Bones']","['Based on a Manga', 'Drama', 'Fantasy', 'Romance']",TV,2015,4.3
2860,"Fullmetal Alchemist: Brotherhood Specials",4,"['Bones']","['Action', 'Comedy', 'Drama', 'Fantasy']",DVD Special,2009 - 2010,4.3
2861,"Fullmetal Alchemist: Brotherhood OVA Collection",4,"['Bones']","['Action', 'Comedy', 'Drama', 'Fantasy']",DVD Special,2009 - 2010,4.3
2862,"K-On!!",26,"['Kyoto Animation']","['Based on a Manga', 'Comedy', 'Moe', 'Music', 'School Club', 'School Life', 'Slice of Life']",TV,2010,4.3
2863,"Peut-etre Toi",1,"['Production I.G']","['[]""']""",Music Video,2006,2.8
2864,"Cat Girl Nuku Nuku TV",12,"['Ashi Productions']","['Action', 'Androids', 'Based on a Manga', 'Comedy', 'Robots', 'School Life', 'Sci Fi']",TV,1998,2.8
2865,"Nuku Nuku TV",12,"['Ashi Productions']","['Action', 'Androids', 'Based on a Manga', 'Comedy', 'Robots', 'School Life', 'Sci Fi']",TV,1998,2.8
2866,"All Purpose Cultural Cat Girl Nuku Nuku TV",12,"['Ashi Productions']","['Action', 'Androids', 'Based on a Manga', 'Comedy', 'Robots', 'School Life', 'Sci Fi']",TV,1998,2.8
2867,"Alien Nine",4,"['J.C.Staff']","['Aliens', 'Based on a Manga', 'Psychological', 'School Life', 'Sci Fi']",OVA,2001,2.8
2868,"Mass Effect: Paragon Lost",1,"['Production I.G']","['Based on a Video Game', 'Sci Fi']",Movie,2012,2.8
2869,"K-On!! Ura-On!!",9,"['Kyoto Animation']","['Comedy', 'Omake']",DVD Special,2010 - 2011,2.8
2870,"Panda! Go Panda! Rainy Day Circus",1,"['TMS Entertainment']","['Family Friendly']",Movie,1973,2.8
2871,"Heavy Metal L-Gaim",54,"['Sunrise']","['Action', 'Mecha', 'Sci Fi']",TV,1984 - 1985,2.8
2872,"Yakimochi no Kotae",1,"['']","['Vocaloid']",Music Video,2013,2.8
2873,"HoneyWorks: Yakimochi no Kotae",1,"['']","['Vocaloid']",Music Video,2013,2.8
2874,"Ningyo",1,"['Mushi Pro']","['Mermaids', 'Shorts']",Movie,1964,2.8
2875,"Mermaid",1,"['Mushi Pro']","['Mermaids', 'Shorts']",Movie,1964,2.8
2876,"Galaxy Express 999: Can You Live Like A Warrior?",1,"['Toei Animation']","['Based on a Manga', 'Sci Fi', 'Trains']",TV Special,1979,2.8
2877,"Votoms Finder",1,"['Sunrise']","['Original Work']",OVA,2010,2.8
2878,"Armored Trooper Votoms: Finder",1,"['Sunrise']","['Original Work']",OVA,2010,2.8
2879,"Doraemon: Nobita's Fantastical Three Musketeers",1,"['Shinei Animation']","['[]""']""",Movie,1994,2.8
2880,"Viva Namida",1,"['Bones']","['[]""']""",Music Video,2013,2.8
2881,"Digimon Season 4: Frontier",50,"['Toei Animation']","['Action', 'Adventure', 'Family Friendly', 'Fantasy', 'Monster-of-the-week', 'Shounen']",TV,2002 - 2003,2.8
2882,"Pokemon: Pikachu's Summer Vacation",1,"['OLM']","['[]""']""",Movie,1998,2.8
2883,"Monster Farm: Legend e no Michi",25,"['TMS Entertainment']","['Action', 'Adventure', 'Fantasy', 'Monster-of-the-week', 'Person in a Strange World', 'Shounen']",TV,2000,2.8
2884,"Monster Rancher 2",25,"['TMS Entertainment']","['Action', 'Adventure', 'Fantasy', 'Monster-of-the-week', 'Person in a Strange World', 'Shounen']",TV,2000,2.8
2885,"Beast Wars II Chou Seimeitai Transformers",43,"['Ashi Productions']","['Robots', 'Sci Fi']",TV,1998 - 1999,2.8
2886,"Project A-ko VS.",2,"['Studio A.P.P.P.']","['Action', 'Comedy', 'Original Work', 'Sci Fi', 'Superpowers']",OVA,1990,2.8
2887,"Tales of a Street Corner",1,"['Mushi Pro']","['Drama', 'Love Triangle', 'Music', 'Original Work']",Movie,1962,2.8
2888,"Digimon Movie 9: Digimon Savers - Ultimate Power! Burst Mode Invoke!!",1,"['Toei Animation']","['[]""']""",Movie,2006,2.8
2889,"Yama no Susume",12,"['8-Bit']","['Adventure', 'Based on a Manga', 'Mountain Climbing', 'Slice of Life']",TV,2013,2.8
2890,"Wind -A Breath of Heart- Omake OVA",1,"['']","['[]""']""",OVA,2004,2.8
2891,"Wakaba*Girl",13,"['Nexus']","['Based on a Manga', 'Comedy', 'School Life', 'Slice of Life']",TV,2015,2.8
2892,"Hanayaka Nari, Waga Ichizoku",2,"['']","['Based on an Otome Game', 'Maids', 'Reverse Harem', 'Romance', 'Shoujo']",OVA,2012 - 2013,2.8
2893,"Space Knight Tekkaman",26,"['Tatsunoko Pro.']","['Action', 'Adventure', 'Aliens', 'Mecha', 'Outer Space', 'Sci Fi']",TV,1975,2.8
2894,"Tekkaman",26,"['Tatsunoko Pro.']","['Action', 'Adventure', 'Aliens', 'Mecha', 'Outer Space', 'Sci Fi']",TV,1975,2.8
2895,"A Big First-year Student and a Small Second-year Student",1,"['A-1 Pictures']","['Anime Mirai', 'Original Work']",Movie,2014,2.8
2896,"Aoki Hagane no Arpeggio: Ars Nova - Kirikumas",13,"['SANZIGEN Animation Studio']","['Based on a Manga']",TV Special,2014,2.8
2897,"Arpeggio of Blue Steel: Kirikumas",13,"['SANZIGEN Animation Studio']","['Based on a Manga']",TV Special,2014,2.8
2898,"Crows",2,"['Knack']","['[]""']""",OVA,1994,2.8
2899,"Doraemon: Nobita and the Strange Wind Rider",1,"['Shinei Animation']","['Adventure', 'Comedy', 'Family Friendly', 'Fantasy']",Movie,2003,2.8
2900,"Transformers: Robots in Disguise",39,"['Gallop']","['Robots']",TV,2000,2.8
2901,"H.P. Lovecraft's Dunwich Horror and Other Stories",1,"['']","['Ga-nime', 'Horror']",OVA,2007,2.8
2902,"Tekkaman Blade: Twin Blood",1,"['Tatsunoko Pro.']","['Mecha', 'Sci Fi']",OVA,1998,2.8
2903,"Eternal Family",1,"['Studio 4\xc2\xb0C']","['Comedy', 'Slice of Life']",OVA,1997 - 1998,2.8
2904,"Nana Toshi Monogatari: Hokkyokukai Sensen",2,"['']","['Drama', 'Military', 'Political', 'Post-apocalyptic', 'Sci Fi', 'War']",OVA,1994,2.8
2905,"Happiness! Watarase Jun no Kareinaru Ichinichi",1,"['Artland']","['Comedy', 'Gender Bender']",OVA,2007,2.8
2906,"Happiness! De-Lucks First Press Special",1,"['Artland']","['Comedy', 'Gender Bender']",OVA,2007,2.8
2907,"Yattodetaman",52,"['Tatsunoko Pro.']","['Action', 'Adventure']",TV,1981 - 1982,2.8
2908,"Time Bokan Series: Yattodetaman",52,"['Tatsunoko Pro.']","['Action', 'Adventure']",TV,1981 - 1982,2.8
2909,"Bakuretsu Tenshi: Infinity Specials",3,"['GONZO']","['[]""']""",DVD Special,2007,2.8
2910,"Burst Angel: Infinity Specials",3,"['GONZO']","['[]""']""",DVD Special,2007,2.8
2911,"Cute High Earth Defense Club LOVE!",12,"['Diomedea']","['Comedy', 'Original Work', 'Parody', 'School Club', 'School Life']",TV,2015,2.8
2912,"Dr. Slump Movie 7: Arale-chan N-cha! Pengin-mura yori Ai wo komete",1,"['Toei Animation']","['[]""']""",Movie,1993,2.8
2913,"Diabolik Lovers More, Blood",3+,"['Zexcs']","['Based on an Otome Game', 'Reverse Harem', 'Shoujo', 'Supernatural', 'Vampires']",TV,2015 - ?,2.8
2914,"Space Pirate Mito",13,"['Triangle Staff']","['Comedy', 'Original Work', 'Sci Fi', 'Space Pirates']",TV,1999,2.8
2915,"Fairy Musketeers Akazukin TV",39,"['MADHOUSE']","['Adventure', 'Family Friendly', 'Fantasy', 'Magical Girl']",TV,2006 - 2007,2.8
2916,"MM! Group: SS!",9,"['XEBEC']","['[]""']""",DVD Special,2010 - 2011,2.8
2917,"Sol Bianca: The Legacy",6,"['AIC']","['Adventure', 'Sci Fi', 'Space Pirates']",OVA,1999 - 2000,2.8
2918,"Sakura Taisen Ouka Kenran",4,"['MADHOUSE']","['[]""']""",OVA,1997,2.8
2919,"Sakura Wars OVA 1",4,"['MADHOUSE']","['[]""']""",OVA,1997,2.8
2920,"Casshan: Robot Hunter",4,"['Tatsunoko Pro.']","['Action', 'Cyborgs', 'Futuristic', 'Post-apocalyptic', 'Robots']",OVA,1993 - 1994,2.8
2921,"Suite Pretty Cure Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody",1,"['Toei Animation']","['[]""']""",Movie,2011,2.8
2922,"iDOLM@STER Xenoglossia",26,"['Sunrise']","['Based on a Video Game', 'Idols', 'Mecha', 'Sci Fi']",TV,2007,2.8
2923,"Ah My Buddha!!",12,"['Studio Deen']","['Based on a Manga', 'Comedy', 'Ecchi', 'Ghost Hunters', 'Harem', 'Magic', 'Panty Shots']",TV,2005,2.8
2924,"Amaenaideyo!!",12,"['Studio Deen']","['Based on a Manga', 'Comedy', 'Ecchi', 'Ghost Hunters', 'Harem', 'Magic', 'Panty Shots']",TV,2005,2.8
2925,"Yu-Gi-Oh! Movie 2: Pyramid of Light",1,"['Gallop']","['Card Battles', 'Shounen']",Movie,2004,2.8
2926,"Nihonbashi Koukashita R Keikaku",1,"['']","['Vocaloid']",Music Video,2012,2.8
2927,"Gravion Zwei",12,"['GONZO']","['Sci Fi']",TV,2004,2.8
2928,"Celestial Method",13,"['Studio 3Hz']","['Drama', 'Fantasy', 'Original Work', 'Slice of Life']",TV,2014,2.8
2929,"Oretachi ni Tsubasa wa Nai",12,"['Nomad']","['Based on an Eroge', 'Based on a Visual Novel', 'Comedy', 'Drama', 'Explicit Sex', 'Harem', 'Panty Shots', 'Romance']",TV,2011,2.8
2930,"We, Without Wings - Under the Innocent Sky",12,"['Nomad']","['Based on an Eroge', 'Based on a Visual Novel', 'Comedy', 'Drama', 'Explicit Sex', 'Harem', 'Panty Shots', 'Romance']",TV,2011,2.8
2931,"Hello Hedgehog: Domain of Murder",1,"['ANIMATE']","['Drama', 'Mystery']",OVA,1992,2.8
2932,"Domain of Murder",1,"['ANIMATE']","['Drama', 'Mystery']",OVA,1992,2.8
2933,"801 T.T.S. Airbats",7,"['Studio Fantasia']","['Aviation', 'Based on a Manga', 'Love Triangle', 'Military']",OVA,1994 - 1996,2.8
2934,"Mazinger Z vs Dr. Hell",1,"['Toei Animation']","['Action', 'Mecha']",Movie,1974,2.8
2935,"Eureka Seven Ao OVA",1,"['Bones']","['[]""']""",OVA,2012,2.8
2936,"Star of the Giants",182,"['Tokyo Movie']","['Baseball', 'Sports']",TV,1968 - 1971,2.8
2937,"Sasami: Magical Girls Club 2",13,"['AIC Spirits']","['Family Friendly', 'Magic', 'Magical Girl', 'Shoujo']",TV,2006 - 2007,2.8
2938,"Heroman Specials",3,"['Bones']","['[]""']""",DVD Special,2010 - 2011,2.8
2939,"Seikon no Qwaser II",12,"['Hoods Entertainment']","['Action', 'Based on a Manga', 'Ecchi', 'Explicit Sex', 'Nudity', 'Panty Shots', 'Supernatural', 'Superpowers', 'Violence']",TV,2011,2.8
2940,"Yozakura Quartet: Yoza-Quar!",6,"['Tatsunoko Pro.']","['[]""']""",DVD Special,2013 - 2014,2.8
2941,"Knight Hunters: Eternity",13,"['ufotable']","['Action', 'Assassins', 'Drama', 'School Life']",TV,2002 - 2003,2.8
2942,"Maze",25,"['J.C.Staff']","['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Gender Bender', 'Mecha', 'Medieval', 'Person in a Strange World']",TV,1997,2.8
2943,"Little Women",48,"['Nippon Animation']","['America', 'Based on a Novel', 'Drama', 'Family Friendly', 'World Masterpiece Theater']",TV,1987,2.8
2944,"Cyberteam in Akihabara: 2011 Summer Vacations",1,"['Production I.G']","['Original Work']",Movie,1999,2.8
2945,"Soul Eater: Late Night Show",51,"['Bones']","['[]""']""",Other,2008 - 2009,2.8
2946,"The Hakkenden: Shin Shou",7,"['AIC']","['[]""']""",OVA,1993 - 1995,2.8
2947,"Dragon Warrior",43,"['']","['[]""']""",TV,1989 - 1991,2.8
2948,"Dragon Quest: ~Legend of the Hero Abel~",43,"['']","['[]""']""",TV,1989 - 1991,2.8
2949,"Fate/Zero: Onegai! Einzbern Soudanshitsu",6,"['ufotable']","['Comedy', 'Fantasy']",DVD Special,2012,2.8
2950,"Yamishibai: Japanese Ghost Stories 2nd Season",13,"['ILCA']","['Horror', 'Supernatural', 'Urban Legend']",TV,2014,2.8
2951,"Blazing Transfer Student",2,"['Gainax']","['Action', 'Boxing', 'Hand to Hand Combat', 'School Life', 'Sports']",OVA,1991,2.8
2952,"Denshin Mamotte Shugogetten!",8,"['Toei Animation']","['Comedy', 'Magic', 'Romance']",OVA,2000 - 2001,2.8
2953,"Tattoon Master",2,"['AIC']","['Based on a Manga', 'Comedy', 'Magic', 'School Life', 'Seinen', 'Sudden Girlfriend Appearance', 'Superpowers']",OVA,1996,2.8
2954,"Dragon Age: Dawn of the Seeker",1,"['Oxybot']","['Action', 'Based on a Video Game', 'CG Animation', 'Fantasy', 'Magic', 'Swordplay', 'Violence']",Movie,2012,2.8
2955,"Dragon Age: Blood Mage no Seisen",1,"['Oxybot']","['Action', 'Based on a Video Game', 'CG Animation', 'Fantasy', 'Magic', 'Swordplay', 'Violence']",Movie,2012,2.8
2956,"Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu",13,"['Satelight']","['Comedy']",Web,2014,2.8
2957,"Moomin (1972)",52,"['']","['World Masterpiece Theater']",TV,1972,2.8
2958,"Chouon Senshi Borgman",35,"['Ashi Productions']","['Action', 'Monster-of-the-week', 'Sci Fi']",TV,1988,2.8
2959,"Sonic Soldier Borgman",35,"['Ashi Productions']","['Action', 'Monster-of-the-week', 'Sci Fi']",TV,1988,2.8
2960,"Yu-Gi-Oh! Movie 1",1,"['Toei Animation']","['Card Battles']",Movie,1999,2.8
2961,"Tetsuwan Atom",52,"['Mushi Pro']","['Action', 'Based on a Manga', 'Robots']",TV,1980 - 1981,2.8
2962,"The Eden of Grisaia Specials",2+,"['8-Bit']","['Based on a Visual Novel', 'Comedy', 'Ecchi', 'Nudity']",DVD Special,2015 - ?,2.8
2963,"Da Capo III",13,"['']","['Based on a Visual Novel', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School Club', 'School Life']",TV,2013,2.8
2964,"D.C.III ~Da Capo III~",13,"['']","['Based on a Visual Novel', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School Club', 'School Life']",TV,2013,2.8
2965,"Majokko Tickle",45,"['Toei Animation']","['[]""']""",TV,1978,2.8
2966,"Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party",5,"['Production I.G']","['[]""']""",Other,2011,2.8
2967,"Battle Spirits: Shounen Gekiha Dan",50,"['Sunrise']","['Based on a Card Game']",TV,2009 - 2010,2.8
2968,"Jigoku Sensei Nube: Kyoufu no Natsuyasumi! Ayashi no Umi no Densetsu!",1,"['Toei Animation']","['Supernatural']",Movie,1997,2.8
2969,"Hell Teacher Nube: Summer Holiday of Fear! Legend of the Sea of Suspicion",1,"['Toei Animation']","['Supernatural']",Movie,1997,2.8
2970,"Marvelous Melmo",26,"['Mushi Pro']","['[]""']""",TV,1971 - 1972,2.7
2971,"The Boy Who Carried a Guitar: Kikaider vs. Inazuman",1,"['Radix']","['Sci Fi']",OVA,2003,2.7
2972,"Guitar o Motta Shounen: Kikaider vs. Inazuman",1,"['Radix']","['Sci Fi']",OVA,2003,2.7
2973,"Turn A Gundam I: Earth Light",1,"['']","['Action', 'Mecha', 'Military', 'Political', 'Sci Fi']",Movie,2002,2.7
2974,"Battle Girls: Time Paradox",13,"['TMS Entertainment']","['Based on a Video Game', 'Comedy', 'Ecchi', 'Feudal Japan', 'Person in a Strange World', 'Time Travel']",TV,2011,2.7
2975,"Sengoku Otome: Momoiro Paradox",13,"['TMS Entertainment']","['Based on a Video Game', 'Comedy', 'Ecchi', 'Feudal Japan', 'Person in a Strange World', 'Time Travel']",TV,2011,2.7
2976,"Fight Ippatsu! Juuden-Chan!! Specials",6,"['']","['Comedy', 'Sexual Content']",DVD Special,2009 - 2010,2.7
2977,"Time Bokan Series: Gyakuten Ippatsu-man",58,"['']","['[]""']""",TV,1982 - 1983,2.7
2978,"Gyakuten Ippatsu-man",58,"['']","['[]""']""",TV,1982 - 1983,2.7
2979,"Dragon Ball Z Movie 11: Bio-Broly",1,"['Toei Animation']","['Action', 'Shounen']",Movie,1994,2.7
2980,"Chou Robot Seimeitai Transformers Micron Densetsu",52,"['Actas']","['Mecha', 'Sci Fi']",TV,2003,2.7
2981,"Oretachi ni Tsubasa wa Nai: Hada-iro Ritsu Kyuu-wari Zou!?",1,"['Nomad']","['Ecchi', 'Nudity', 'Panty Shots']",OVA,2011,2.7
2982,"We, Without Wings - Under the Innocent Sky OVA",1,"['Nomad']","['Ecchi', 'Nudity', 'Panty Shots']",OVA,2011,2.7
2983,"Ring ni Kakero 1: Shadow",6,"['Toei Animation']","['Action', 'Based on a Manga', 'Boxing', 'Hand to Hand Combat', 'Shounen']",TV,2010,2.7
2984,"Doraemon: Nobita's Great Mermaid Naval Battle",1,"['']","['Adventure', 'Family Friendly', 'Mermaids']",Movie,2010,2.7
2985,"Serial Experiments Lain: LPR-309",3,"['']","['[]""']""",Other,,2.7
2986,"Angel Tales",12,"['Wonderfarm']","['Angels', 'Fantasy', 'Harem', 'Original Work', 'Romance']",TV,2001,2.7
