Rank,Title,Episodes,Producers,Genres,Type,PremieredYear,ENDYear,Rating,Score,VoiceActors
3224,Doraemon Meets Hattori the Ninja,1,"['Asatsu DK']","['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",Special,1982,1982,PG,6.99,"['Ooyama Nobuyo']"
3728,Doraemon and Itchy the Stray,1,"['Asatsu DK']","['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",Special,1987,1987,PG,6.83,"['Ooyama Nobuyo']"
3426,Doraemon&#039;s Time Capsule for 2001,1,"['Asatsu DK']","['Adventure', 'Comedy', 'Kids', 'Sci-Fi', 'Shounen']",Special,1980,1980,PG,6.93,"['Ooyama Nobuyo']"
4904,Dororo,1,"['Mushi Productions']","['Action']",Special,1968,1968,None,6.51,"[]"
2625,Dororo to Hyakkimaru (Dororo),26,"['Mushi Productions', 'Tezuka Productions', 'Discotek']","['Action', 'Adventure', 'Supernatural']",TV,1969,1969,R,7.17,"['Nozawa Nachi', 'Matsushima Minori', 'Takiguchi Junpei']"
4378,Dororon Enma-kun Meeramera (Ghastly Prince Enma Burning Up),12,"['Brains Base', 'Mainichi Broadcasting', 'NIS America', 'Inc.', 'Dynamic Planning']","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Super Power', 'Supernatural']",TV,2011,2011,R,6.67,"['Yamaguchi Kappei', 'Noto Mamiko', 'Kawasumi Ayako', 'Inaba Minoru']"
1324,Dotto Koni-chan,26,"['Shaft', 'Genco', 'Animax']","['Comedy']",TV,2000,2001,None,7.56,"['Kujira', 'Morikubo Showtaro', 'Tamura Yukari', 'Minami Omi']"
4131,Doubutsu Takarajima (Animal Treasure Island),1,"['Toei Animation', 'Discotek']","['Adventure']",Movie,1971,1971,G,6.74,"[]"
2626,Doubutsu no Mori,1,"['Oriental Light and Magic', 'Studio Jack', 'Nippon Television Network Corporation']","['Kids', 'Slice of Life']",Movie,2006,2006,G,7.17,"['Fukuen Misato', 'Horie Yui', 'Kobayashi Yuu']"
3427,Doujin Work (Dojin Work),12,"['m.o.e.', 'Remic', 'Media Factory', 'Media Blasters']","['Comedy', 'Slice of Life']",TV,2007,2007,PG-13,6.93,"['Saitou Momoko', 'Yasumoto Hiroki', 'Asano Masumi', 'Koyama Kimiko']"
3166,Dr. Rin ni Kiitemite!,51,"['NAS']","['Comedy', 'Fantasy', 'Magic', 'Romance', 'School', 'Shoujo']",TV,2001,2002,PG,7.00,"['Honda Chieko', 'Sorita Takayuki', 'Chiba Saeko']"
2783,Dr. Slump,74,"['Toei Animation']","['Comedy', 'Sci-Fi', 'Shounen', 'Slice of Life']",TV,1997,1999,PG-13,7.12,"['Kawata Taeko', 'Teppozuka Yoko', 'Konishi Hiroko']"
330,Dragon Ball,153,"['Toei Animation', 'FUNimation Entertainment', 'Fuji TV']","['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,1986,1989,PG-13,8.17,"['Nozawa Masako', 'Kawazu Yasuhiko', 'Tanaka Mayumi', 'Yanami Jouji', 'Miyauchi Kouhei', 'Tsuru Hiromi']"
3965,Dragon Ball GT,64,"['Toei Animation', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Sci-Fi', 'Shounen', 'Super Power']",TV,1996,1997,PG-13,6.78,"['Nozawa Masako', 'Kusao Takeshi', 'Minaguchi Yuko', 'Satouchi Shinobu']"
498,Dragon Ball Kai (Dragon Ball Z Kai),97,"['Toei Animation', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,2009,2011,PG-13,8.01,"['Nozawa Masako', 'Horikawa Ryo', 'Nozawa Masako', 'Furukawa Toshio']"
315,Dragon Ball Kai (2014),61,"['Toei Animation', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,2014,2015,PG-13,8.19,"['Nozawa Masako', 'Horikawa Ryo', 'Nozawa Masako', 'Kusao Takeshi']"
3202,Dragon Ball Specials,2,"['Toei Animation']","['Comedy', 'Fantasy', 'Shounen', 'Super Power']",Special,1988,1988,PG,7.00,"['Nozawa Masako', 'Tsuru Hiromi', 'Tanaka Mayumi']"
1498,Dragon Ball Super,Unknown,"['Toei Animation', 'Yomiko Advertising', 'Fuji TV']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,2015 to ?,2015 to ?,PG-13,7.50,"['Nozawa Masako', 'Horikawa Ryo', 'Nozawa Masako', 'Furukawa Toshio']"
201,Dragon Ball Z,291,"['Toei Animation', 'FUNimation Entertainment', 'Fuji TV']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,1989,1996,PG-13,8.32,"['Nozawa Masako', 'Horikawa Ryo', 'Nozawa Masako', 'Furukawa Toshio']"
3203,Dragon Crisis!,12,"['Studio Deen', 'Yomiuri Telecasting Corporation', 'Starchild Records', 'Kids Station', 'DAX Production']","['Action', 'Magic', 'Romance', 'School', 'Seinen', 'Supernatural']",TV,2011,2011,PG-13,7.00,"['Kugimiya Rie', 'Shimono Hiro', 'Yukana', 'Inokuchi Yuka']"
3489,Dragon Drive,38,"['Madhouse', 'Bandai Visual', 'NAS', 'Bandai Entertainment', 'TV Tokyo Music']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'School', 'Sci-Fi', 'Shounen']",TV,2002,2003,PG,6.91,"['Nishimura Chinami', 'Park Romi', 'Amada Masato', 'Sasamoto Yuuko']"
2863,Dragon Half,2,"['Production I.G', 'ADV Films', 'Kadokawa Shoten', 'Discotek']","['Comedy', 'Fantasy', 'Parody']",OVA,1993,1993,R,7.10,"['Mitsuishi Kotono', 'Kouda Mariko', 'Kawata Taeko', 'Ootsuka Akio']"
2688,Dragon League,39,"['NAS']","['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Sports']",TV,1993,1994,PG-13,7.15,"[]"
2557,Dual Parallel! Trouble Adventures,13,"['Geneon Universal Entertainment', 'AIC']","['Action', 'Comedy', 'Harem', 'Mecha', 'Sci-Fi', 'Shounen']",TV,1999,1999,PG-13,7.19,"['Uchikawa Ai', 'Tanaka Rie', 'Yamaguchi Takayuki', 'Toyoguchi Megumi']"
120,Durarara!!,24,"['Aniplex', 'Square Enix', 'Brains Base', 'Mainichi Broadcasting', 'Movic', 'Aniplex of America', 'ASCII Media Works', 'Sakura Create']","['Action', 'Mystery', 'Supernatural']",TV,2010,2010,R,8.46,"['Kamiya Hiroshi', 'Ono Daisuke', 'Oohara Momoko', 'Sawashiro Miyuki', 'Miyano Mamoru']"
2989,Dual Parallel! Trouble Adventures Special,1,"['AIC']","['Comedy', 'Drama', 'Harem', 'Mecha', 'Romance', 'Sci-Fi']",Special,1999,1999,PG-13,7.06,"['Uchikawa Ai', 'Tanaka Rie', 'Toyoguchi Megumi']"
3731,Duel Masters Cross,100,"['Shogakukan Music &amp; Digital Entertainment']","['Action', 'Adventure', 'Comedy', 'Shounen']",TV,2008,2010,PG-13,6.84,"['Kobayashi Yumiko', 'Kishio Daisuke', 'Nakajima Saki']"
4379,Duel Masters Cross Shock,50,"['Shogakukan Productions']","['Action', 'Adventure', 'Comedy', 'Shounen']",TV,2010,2011,PG-13,6.67,"['Kobayashi Yumiko', 'Kishio Daisuke', 'Nakajima Saki']"
4874,Duel Masters Victory,52,"['Shogakukan Productions']","['Action', 'Adventure', 'Comedy', 'Shounen']",TV,2011,2012,PG-13,6.51,"['Kobayashi Yumiko']"
4985,Duel Masters Zero,25,"['Shogakukan Music &amp; Digital Entertainment']","['Action', 'Kids']",TV,2007,2008,G,6.48,"['Kishio Daisuke', 'Kobayashi Yumiko', 'Nakajima Saki']"
558,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,13,"['J.C.Staff', 'Genco', 'Movic', 'Sentai Filmworks', 'Warner Bros.', 'The Klock Worx', 'SoftBank Creative Corp.', 'Showgate', 'Mages']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",TV,2015,2015,PG-13,7.97,"['Minase Inori', 'Matsuoka Yoshitsugu', 'Oonishi Saori', 'Uchida Maaya']"
410,Durarara!! Specials,2,"['Aniplex', 'Brains Base', 'Aniplex of America']","['Action', 'Comedy', 'Supernatural']",Special,2010,2011,R,8.10,"['Kamiya Hiroshi', 'Ono Daisuke', 'Sawashiro Miyuki', 'Toyonaga Toshiyuki']"
277,Durarara!!x2 Shou,12,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting', 'Movic', 'Aniplex of America', 'ASCII Media Works', 'Studio Shuka ']","['Action', 'Mystery', 'Supernatural']",TV,2015,2015,R,8.22,"['Kamiya Hiroshi', 'Ono Daisuke', 'Sawashiro Miyuki', 'Toyonaga Toshiyuki']"
363,Durarara!!x2 Ten,12,"['Aniplex of America', 'Studio Shuka ']","['Action', 'Mystery', 'Supernatural']",TV,2015,2015,R,8.14,"['Kamiya Hiroshi', 'Ono Daisuke', 'Sawashiro Miyuki', 'Toyonaga Toshiyuki']"
2689,Dwaejiui Wang,1,"['Studio Dadashow']","['Drama', 'Psychological', 'Seinen', 'Thriller']",Movie,2011,2011,R,7.15,"[]"
3966,Dynamic Super Robots Soushingekki,3,"['Bandai Visual', 'Bee Media', 'Dynamic Planning']","['Action', 'Mecha', 'Sci-Fi', 'Shounen']",Special,2000,2001,PG,6.78,"[]"
4052,Eat-Man,12,"['Bandai Visual', 'Studio Deen', 'Bandai Entertainment']","['Action', 'Adventure', 'Sci-Fi', 'Shounen', 'Super Power']",TV,1997,1997,R,6.76,"['Ebara Masashi', 'Tsuda Masumi', 'Yayoi Mitsuki', 'Tsumura Makoto']"
3386,Eat-Man &#039;98,12,"['Studio Deen', 'Bandai Entertainment']","['Action', 'Adventure', 'Sci-Fi', 'Shounen', 'Super Power']",TV,1998,1998,PG-13,6.94,"['Ebara Masashi', 'Nagata Ryoko', 'Iwata Yasuo', 'Miura Naoko']"
4380,Eden&#039;s Bowy,26,"['Bandai Visual', 'Studio Deen', 'TV Tokyo Music']","['Action', 'Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",TV,1999,1999,PG-13,6.67,"['Yamaguchi Kappei', 'Sugawara Masashi', 'Shiina Hekiru', 'Igarashi Rei']"
3657,Egao,1,"['None found', 'add some']","['Music', 'Slice of Life']",Music,2003,2003,G,6.86,"[]"
1809,Egomama,1,"['U/M/A/A Inc.']","['Music']",Music,2011,2011,G,7.41,"[]"
4710,Eiga de Toujou! Tamagotchi Doki Doki! Uchuu no Maigotchi!?,1,"['None found', 'add some']","['Kids']",Movie,2007,2007,G,6.57,"[]"
747,Eikoku Koi Monogatari Emma (Emma: A Victorian Romance),12,"['Studio Pierrot', 'Pony Canyon', 'TBS', 'Right Stuf', 'Toshiba Entertainment']","['Drama', 'Historical', 'Romance', 'Seinen', 'Slice of Life']",TV,2005,2005,G,7.84,"['Touma Yumi', 'Kawashima Tokuyoshi', 'Ueda Yuji', 'Kobayashi Sanae']"
2042,El Cazador de la Bruja,26,"['Bee Train', 'FUNimation Entertainment', 'Victor Entertainment']","['Adventure', 'Drama', 'Mystery']",TV,2007,2007,PG-13,7.34,"['Itou Shizuka', 'Shimizu Ai', 'Miyano Mamoru', 'Inoue Marina']"
3967,Element Hunters,39,"['NHK Enterprises', 'Heewon Entertainment']","['Sci-Fi', 'Shounen']",TV,2009,2010,G,6.78,"['Enomoto Atsuko', 'Honjou Yuutaro', 'Kuwashima Houko', 'Suyama Akio']"
2628,Elf wo Karu Mono-tachi (Those Who Hunt Elves),12,"['Group TAC', 'ADV Films', 'Sentai Filmworks']","['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Shounen']",TV,1996,1996,PG-13,7.17,"['Seki Tomokazu', 'Mitsuishi Kotono', 'Miyamura Yuko', 'Tomizawa Michie']"
2589,Elf wo Karu Mono-tachi II (Those Who Hunt Elves II),12,"['Group TAC', 'ADV Films', 'Sentai Filmworks']","['Adventure', 'Comedy', 'Fantasy']",TV,1997,1997,PG-13,7.18,"['Seki Tomokazu', 'Mitsuishi Kotono', 'Miyamura Yuko', 'Tomizawa Michie']"
602,Elfen Lied,13,"['VAP', 'Arms', 'Genco', 'ADV Films', 'A Line']","['Action', 'Drama', 'Horror', 'Psychological', 'Romance', 'Seinen', 'Supernatural']",TV,2004,2004,R+,7.94,"['Kobayashi Sanae', 'Matsuoka Yuki', 'Suzuki Chihiro', 'Nabatame Hitomi', 'Hagiwara Emiko']"
1878,Elfen Lied Special (Elfen Lied: In the Passing Rain),1,"['VAP', 'ADV Films']","['Drama', 'Ecchi', 'Supernatural']",Special,2005,2005,R+,7.39,"['Kobayashi Sanae', 'Matsuoka Yuki', 'Suzuki Chihiro', 'Hosoi Osamu']"
4315,Emblem Take 2,2,"['Toei Animation']","['Action', 'Drama', 'Seinen']",OVA,1993,1995,R,6.69,"['Morikawa Toshiyuki', 'Nakamura Daiki', 'Matsuo Ginzou', 'Yara Yuusaku']"
1533,Erementar Gerad (Elemental Gelade),26,"['TV Tokyo', 'Xebec', 'Geneon Universal Entertainment', 'Sotsu Agency', 'FUNimation Entertainment', 'Victor Entertainment']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Super Power']",TV,2005,2005,PG-13,7.49,"['Takahashi Mikako', 'Ishida Akira', 'Mizuki Nana', 'Suzuki Naoko']"
450,Ergo Proxy,23,"['Geneon Universal Entertainment', 'Manglobe', 'WOWOW', 'FUNimation Entertainment', 'Sakura Create']","['Mystery', 'Psychological', 'Sci-Fi']",TV,2006,2006,R,8.06,"['Saitou Rie', 'Yajima Akiko', 'Yusa Kouji']"
3919,E&#039;s Otherwise,26,"['Studio Pierrot', 'ADV Films']","['Adventure', 'Comedy', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Supernatural']",TV,2003,2003,PG-13,6.79,"['Tai Yuuki', 'Kobayashi Sanae', 'Matsumoto Yasunori', 'Nozawa Masako']"
2475,Escaflowne (Escaflowne: A Girl in Gaea),1,"['Bones', 'Sunrise', 'FUNimation Entertainment', 'Bandai Entertainment', 'Atelier Musa']","['Adventure', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi', 'Shoujo']",Movie,2000,2000,PG-13,7.21,"['Seki Tomokazu', 'Sakamoto Maaya', 'Takayama Minami', 'Nakata Jouji']"
3874,Esper Mami,119,"['Shin-Ei Animation']","['Comedy', 'Ecchi', 'Magic', 'School', 'Super Power', 'Supernatural']",TV,1987,1989,PG-13,6.80,"['Yokozawa Keiko', 'Shibamoto Hiroyuki', 'Sasaki Nozomu', 'Hirano Yoshikazu']"
2756,Etotama,12,"['Pony Canyon', 'Shirogumi', 'Encourage Films', 'Ponycan USA']","['Action', 'Comedy', 'Fantasy']",TV,2015,2015,PG-13,7.13,"['Murakawa Rie', 'Hanamori Yumiri', 'Shimono Hiro', 'Matsui Eriko']"
4381,Etotama Specials,6,"['Shirogumi', 'Encourage Films']","['Action', 'Comedy', 'Fantasy']",Special,2015,2015,PG-13,6.67,"['Murakawa Rie', 'Hanamori Yumiri', 'Shimono Hiro', 'Matsui Eriko']"
269,Eureka Seven,50,"['Bones', 'FUNimation Entertainment', 'Mainichi Broadcasting', 'Production Reed', 'Bandai Entertainment']","['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi', 'Shounen']",TV,2005,2006,PG-13,8.23,"['Nazuka Kaori', 'Sanpei Yuuko', 'Fujiwara Keiji', 'Neya Michiko']"
3389,Eureka Seven AO,24,"['Bones', 'Bandai Visual', 'FUNimation Entertainment', 'Mainichi Broadcasting', 'Project Eureka AO', 'Sony Music Entertainment']","['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi']",TV,2012,2012,PG-13,6.94,"['Honjou Yuutaro', 'Ohashi Ayaka', 'Omigawa Chiaki', 'Miyamoto Kanako']"
202,Eve no Jikan (Time of Eve),6,"['Studio Rikka', 'Directions', 'Code', 'Trick Block']","['Sci-Fi', 'Slice of Life']",ONA,2008,2009,PG-13,8.32,"['Tanaka Rie', 'Satou Rina', 'Fukuyama Jun', 'Nojima Kenji']"
3520,F,31,"['Studio Deen', 'Kitty Films', 'Fuji TV']","['Cars', 'Shounen', 'Sports']",TV,1988,1988,PG-13,6.90,"['Seki Toshihiko', 'Tamagawa Sakiko', 'Furumoto Shinnosuke', 'Maruyama Hiroko']"
181,Eve no Jikan (Movie) (Time of Eve),1,"['Studio Rikka', 'Directions', 'Code']","['Sci-Fi', 'Slice of Life']",Movie,2010,2010,PG-13,8.35,"['Tanaka Rie', 'Satou Rina', 'Fukuyama Jun', 'Nojima Kenji']"
4282,Examurai Sengoku,24,"['TMS Entertainment']","['Action', 'Martial Arts', 'Samurai', 'Sci-Fi']",TV,2009,2009,PG-13,6.70,"['Suzuki Chihiro', 'Kazama Yuuto', 'Matsuda Kenichirou', 'Masuda Yuuki']"
395,Eyeshield 21,145,"['Artland', 'Studio Gallop', 'NAS', 'Nihon Ad Systems', 'Sentai Filmworks', 'TV Tokyo Music']","['Action', 'Comedy', 'Shounen', 'Sports']",TV,2005,2008,PG-13,8.11,"['Tamura Atsushi', 'Irino Miyu', 'Kikuchi Kokoro', 'Nagano Kouichi', 'Yamaguchi Kappei']"
459,FLCL,6,"['Gainax', 'Production I.G', 'Starchild Records', 'FUNimation Entertainment', 'GANSIS']","['Action', 'Comedy', 'Dementia', 'Mecha', 'Parody', 'Sci-Fi']",OVA,2000,2001,PG-13,8.05,"['Shintani Mayumi', 'Kasagi Izumi', 'Mizuki Jun']"
4748,Fabre-sensei wa Meitantei (Dr. Fabre is a Detective),26,"['E&amp;G Films']","['Mystery']",TV,2000,2000,PG,6.56,"[]"
191,Fairy Tail,175,"['TV Tokyo', 'Satelight', 'Dentsu', 'A-1 Pictures', 'FUNimation Entertainment', 'Pony Canyon', 'Kodansha', 'DAX Production', 'Sakura Create']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",TV,2009,2013,PG-13,8.34,"['Kakihara Tetsuya', 'Mako', 'Ohara Sayaka', 'Kitamura Eri', 'Nakamura Yuuichi', 'Hirano Aya']"
352,Fairy Tail (2014) (Fairy Tail Series 2),Unknown,"['TV Tokyo', 'Dentsu', 'A-1 Pictures', 'FUNimation Entertainment', 'Bridge']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",TV,2014 to ?,2014 to ?,PG-13,8.15,"['Kakihara Tetsuya', 'Ohara Sayaka', 'Nakamura Yuuichi', 'Hirano Aya']"
656,Fairy Tail OVA,5,"['Satelight', 'A-1 Pictures']","['Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Shounen']",OVA,2011,2013,PG-13,7.90,"['Kakihara Tetsuya', 'Mako', 'Ohara Sayaka', 'Kitamura Eri', 'Nakamura Yuuichi', 'Hirano Aya']"
1177,Fairy Tail x Rave,1,"['Satelight', 'A-1 Pictures']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",OVA,2013,2013,PG-13,7.62,"['Kakihara Tetsuya', 'Hirano Aya', 'Kugimiya Rie', 'Seki Tomokazu']"
4248,Fake,1,"['Media Blasters']","['Comedy', 'Mystery', 'Police', 'Romance', 'Shounen Ai']",OVA,1998,1998,PG-13,6.71,"['Seki Tomokazu', 'Tobita Nobuo', 'Matsumoto Rika', 'Yamazaki Wakana']"
990,Fantastic Children,26,"['Nippon Animation', 'Bandai Entertainment']","['Adventure', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']",TV,2004,2005,PG-13,7.71,"['Minagawa Junko', 'Urata Yuu', 'Takaguchi Yukiko', 'Hanawa Eiji']"
2629,Fantastic Children Special,1,"['Nippon Animation']","['Slice of Life']",Special,2005,2005,G,7.17,"['Urata Yuu', 'Takaguchi Yukiko', 'Matsumoto Sachi', 'Yaguchi Asami']"
4711,Fastening Days,1,"['Studio Colorido']","['Kids', 'Magic']",ONA,2014,2014,G,6.57,"['Shiraishi Ryoko', 'Ooura Fuyuka', 'Sadaoka Sayuri']"
2965,Fate/Prototype,1,"['Lerche', 'Notes']","['Action', 'Fantasy', 'Magic', 'Romance', 'Shounen', 'Supernatural']",OVA,2011,2011,PG-13,7.07,"['Sakurai Takahiro', 'Hanazawa Kana', 'Nakamura Yuuichi', 'Nakai Kazuya']"
72,Fate/Zero,13,"['Aniplex', 'ufotable', 'Nitroplus', 'Aniplex of America', 'seikaisha', 'Notes']","['Action', 'Fantasy', 'Supernatural']",TV,2011,2011,R,8.57,"['Kawasumi Ayako', 'Koyama Rikiya', 'Nakata Jouji', 'Ohara Sayaka']"
28,Fate/Zero 2nd Season,12,"['Aniplex', 'ufotable', 'Nitroplus', 'Aniplex of America', 'seikaisha', 'Notes']","['Action', 'Fantasy', 'Supernatural', 'Thriller']",TV,2012,2012,R,8.78,"['Kawasumi Ayako', 'Irino Miyu', 'Koyama Rikiya', 'Seki Tomokazu', 'Nakata Jouji']"
3798,Fate/Zero Cafe,1,"['ufotable']","['Comedy']",Movie,2013,2013,G,6.82,"[]"
2278,Fate/Zero Remix,2,"['Aniplex', 'ufotable', 'Nitroplus', 'Aniplex of America']","['Action', 'Fantasy', 'Supernatural']",Special,2012,2012,R,7.27,"['Kawasumi Ayako', 'Koyama Rikiya', 'Seki Tomokazu', 'Ootsuka Akio']"
2181,Fate/kaleid liner Prisma☆Illya,10,"['Lantis', 'Kadokawa Shoten', 'AT-X', 'Silver Link', 'Sentai Filmworks', 'The Klock Worx', 'Notes', 'Dwango']","['Action', 'Comedy', 'Fantasy', 'Magic']",TV,2013,2013,PG-13,7.30,"['Ueda Kana', 'Kadowaki Mai', 'Nazuka Kaori', 'Itou Shizuka']"
1574,Fate/kaleid liner Prisma☆Illya 2wei!,10,"['Lantis', 'Silver Link', 'DAX Production', 'Sentai Filmworks']","['Action', 'Comedy', 'Fantasy', 'Magic']",TV,2014,2014,PG-13,7.48,"['Ueda Kana', 'Kadowaki Mai', 'Saito Chiwa', 'Nazuka Kaori']"
2825,Fate/kaleid liner Prisma☆Illya 2wei! OVA,1,"['Lantis', 'Silver Link', 'DAX Production']","['Comedy', 'Ecchi', 'Fantasy', 'Magic']",OVA,2015,2015,PG-13,7.11,"['Ueda Kana', 'Kadowaki Mai', 'Saito Chiwa', 'Nazuka Kaori']"
3691,Fate/kaleid liner Prisma☆Illya 2wei! Specials,5,"['Lantis', 'Silver Link', 'DAX Production']","['Comedy', 'Ecchi', 'Fantasy', 'Magic']",Special,2014,2015,PG-13,6.85,"['Ueda Kana', 'Kadowaki Mai', 'Saito Chiwa', 'Nazuka Kaori']"
2077,Fate/kaleid liner Prisma☆Illya 2wei Herz!,10,"['Lantis', 'Silver Link', 'DAX Production', 'Sentai Filmworks']","['Action', 'Comedy', 'Fantasy', 'Magic', 'Slice of Life']",TV,2015,2015,PG-13,7.33,"['Ueda Kana', 'Kadowaki Mai', 'Saito Chiwa', 'Nazuka Kaori']"
2408,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,5,"['Lantis', 'Silver Link', 'DAX Production']","['Comedy', 'Ecchi']",Special,2015 to ?,2015 to ?,PG-13,7.22,"['Kadowaki Mai', 'Saito Chiwa', 'Nazuka Kaori', 'Sugiyama Noriaki']"
3692,Fate/kaleid liner Prisma☆Illya Specials,5,"['Silver Link']","['Comedy', 'Fantasy', 'Magic']",Special,2013,2014,PG-13,6.85,"['Ueda Kana', 'Kadowaki Mai', 'Nazuka Kaori', 'Itou Shizuka']"
1148,Fate/stay night,24,"['Geneon Universal Entertainment', 'Studio Deen', 'Frontier Works', 'TBS', 'Sentai Filmworks', 'Notes']","['Action', 'Fantasy', 'Magic', 'Romance', 'Supernatural']",TV,2006,2006,R,7.63,"['Kawasumi Ayako', 'Ueda Kana', 'Suwabe Junichi', 'Sugiyama Noriaki', 'Noda Junko']"
3030,Fate/stay night TV Reproduction,2,"['Studio Deen']","['Action', 'Fantasy', 'Magic', 'Romance', 'Shounen', 'Supernatural']",OVA,2010,2010,PG-13,7.05,"['Kawasumi Ayako', 'Ueda Kana', 'Suwabe Junichi', 'Sugiyama Noriaki']"
4097,Feeling from Mountain and Water,1,"['Shanghai Animation Film Studio']","['Music']",Movie,  1988,  1988,G,6.75,"[]"
4551,Feng Yun Jue (Storm Rider: Clash of the Evils),1,"['Puzzle Animation Studio Limited']","['Action', 'Adventure', 'Martial Arts']",Movie,2008,2008,PG-13,6.62,"[]"
3553,Fight Ippatsu! Juuden-chan!! (Charger Girl Ju-den Chan),12,"['Avex Entertainment', 'Genco', 'Studio Hibari', 'Media Blasters', 'Mobcast']","['Comedy', 'Ecchi', 'Sci-Fi', 'Shounen']",TV,2009,2009,R+,6.89,"['Fukuhara Kaori', 'Takagaki Ayahi', 'Takahashi Hiroki', 'Miyazaki Ui']"
4249,Fight Ippatsu! Juuden-chan!! OVA,1,"['Avex Entertainment', 'Genco']","['Comedy', 'Ecchi', 'Sci-Fi']",OVA,2014,2014,R+,6.71,"[]"
4250,Fight Ippatsu! Juuden-chan!! Specials,6,"['Studio Hibari', 'Media Blasters']","['Comedy', 'Ecchi']",Special,2009,2010,R+,6.71,"[]"
3491,Fireball,13,"['Jinnis Animation Studios']","['Comedy', 'Sci-Fi']",TV,2008,2008,G,6.91,"['Kawasho Miyuki', 'Ookawa Tooru']"
4098,Final Approach,13,"['Trinet Entertainment', 'Zexcs']","['Comedy', 'Drama', 'Romance', 'Slice of Life']",TV,2004,2004,PG-13,6.75,"['Nogawa Sakura', 'Kishio Daisuke', 'Takahashi Chiaki', 'Okano Kousuke']"
2922,Fire Tripper,1,"['Studio Pierrot']","['Fantasy', 'Sci-Fi']",OVA,1985,1985,PG-13,7.08,"['Mizushima Yuu', 'Shimamoto Sumi', 'Genda Tessyo']"
3266,Fireball Charming,13,"['Jinnis Animation Studios']","['Sci-Fi']",TV,2011,2011,G,6.98,"['Kawasho Miyuki', 'Ookawa Tooru']"
4712,Fireball Special,1,"['Jinnis Animation Studios']","['Comedy', 'Sci-Fi']",Special,2009,2009,G,6.57,"['Kawasho Miyuki', 'Ookawa Tooru']"
3658,Five Star Stories (The Five Star Stories),1,"['Sunrise', 'ADV Films', 'Kadokawa Shoten']","['Action', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi']",Movie,1989,1989,R,6.86,"['Horikawa Ryo', 'Kawamura Maria', 'Sakuma Rei', 'Wakamoto Norio']"
1938,Flag,13,"['Aniplex', 'The Answer Studio', 'Bandai Entertainment']","['Mecha', 'Military']",ONA,2006,2007,PG-13,7.37,"['Tanaka Rena', 'Ishizuka Unshou', 'Nomura Kenji']"
1535,Flanders no Inu (A Dog of Flanders),52,"['Nippon Animation']","['Drama', 'Slice of Life']",TV,1975,1975,G,7.48,"['Kita Michie', 'Katsura Reiko']"
372,Flanders no Inu (Movie) (The Dog of Flanders),1,"['Nippon Animation', 'Shochiku', 'Fuji TV', 'Pioneer LDC']","['Adventure', 'Drama']",Movie,1997,1997,G,8.13,"['Tsumura Makoto', 'Tange Sakura']"
2078,Flanders no Inu, Boku no Patrasche,26,"['Tokyo Movie Shinsha']","['Drama', 'Historical']",TV,1992,1993,G,7.33,"['Hayashibara Megumi']"
3105,FlashBack,1,"['None found', 'add some']","['Music']",Music,2012,2012,PG-13,7.03,"[]"
3829,Fluximation,14,"['Studio 4°C']","['Music']",Music,2005,2005,G,6.81,"[]"
4251,Follow Me,1,"['Warner Music Japan']","['Drama', 'Music', 'Romance', 'Slice of Life']",Music,2012,2012,G,6.71,"[]"
4002,Fortune Dogs,39,"['None found', 'add some']","['Adventure']",TV,2002,2003,None,6.77,"[]"
